action,FOLD,CALL/CHECK,BETS/RAISE,pot,stack,active player
Bets,0,1,0,7.25,9.350000000000001,2
Checks,0,0,0,7.25,18.45,2
Folds,0,1,1,11.75,18.45,2
Bets,0,1,0,2.25,52.95,2
Checks,0,0,0,2.25,210.9,2
Calls,0,1,1,5.25,207.9,2
Folds,0,0,1,78.25,45.75,2
Bets,0,0,0,32.25,144.25,2
Checks,0,0,0,2.25,19.15,2
Folds,0,1,1,5.25,19.15,2
Bets,0,1,0,2.25,14.55,2
Bets,0,0,0,8.25,34.5,2
Folds,0,0,2,60.25,34.5,2
Raises,0,0,1,15.25,173.0,2
Bets,0,0,0,4.25,12.75,2
Calls,0,0,1,9.25,11.649999999999999,2
Checks,0,0,0,6.25,21.4,2
Folds,0,1,1,15.8,21.4,2
All-In,0,1,0,6.25,0.25,2
Checks,0,0,0,0.25,20.0,2
