action,FOLD,CALL/CHECK,BETS/RAISE,pot,stack,active player
Raises,0,0,0,0,76.28,2
Calls,0,0,0,0,34.42,2
Checks,0,1,0,0.25,78.03,2
Calls,0,0,1,1.25,34.12,2
Raises,0,0,0,0,76.28,2
Calls,0,0,0,0,38.02,2
Checks,0,1,0,0.25,74.03,2
Folds,0,0,0,0,73.53,2
Folds,0,0,0,0,38.97,2
Calls,0,0,1,1.25,37.72,2
Raises,0,0,0,0,72.28,2
Folds,0,0,0,0,45.72,2
Folds,0,0,0,0,66.28,2
Raises,0,0,0,0,44.47,2
Folds,0,0,2,6.25,44.47,2
Raises,0,0,1,1.25,61.03,2
Folds,0,0,1,1.25,44.22,2
Raises,0,0,0,0,66.28,2
Raises,0,0,0,0,42.47,2
Calls,0,0,2,5.25,39.47,2
Raises,0,0,1,1.25,64.03,2
Folds,0,0,0,0,24.31,2
Folds,0,0,0,0,87.19,2
Folds,0,0,1,1.25,50.0,2
Raises,0,0,0,0,98.75,2
Folds,0,0,0,0,49.5,2
Folds,0,0,1,1.25,49.25,2
Raises,0,0,0,0,99.5,2
Raises,0,0,0,0,81.55,2
Folds,0,0,1,1.25,126.63,2
Calls,0,0,1,0.75,82.8,2
Raises,0,0,0,0,125.38,2
Folds,0,0,0,0,82.3,2
Checks,0,1,0,0.25,82.05,2
Calls,0,0,0,0,127.03,2
Raises,0,0,0,0,81.25,2
Folds,0,0,2,5.25,81.25,2
Raises,0,0,1,1.25,122.78,2
Raises,0,1,0,0.25,79.5,2
Calls,0,0,0,0,128.03,2
Folds,0,1,1,1.75,128.03,2
Raises,0,0,0,0,80.25,2
Calls,0,0,1,1.25,126.78,2
Folds,0,0,1,1.25,133.47,2
Raises,0,0,0,0,39.77,2
Calls,0,0,1,0.75,82.35,2
